Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Genetic Diversity Within and Among Feral Populations and Domesticated Strains of the Guppy (Poecilia reticulata) in Singapore","Marine Biotechnology","","4","4","10.1007/s10126-002-0007-z","Gideon KhooKok Fang LimDamien K.Y. GanFan ChenWoon-Khiong ChanTit Meng LimViolet P.E. Phang","2002","http://link.springer.com/article/10.1007/s10126-002-0007-z","Article"
"The Region of Aachen as a ‘Learning Region’: A Case Study","AI & SOCIETY","","16","3","10.1007/s001460200019","Ellen Olbertz","2002","http://link.springer.com/article/10.1007/s001460200019","Article"
"CP violation and the search for new physics","EPJ direct","","4","1","10.1007/s1010502cs129","Gustavo C. Branco","2002","http://link.springer.com/article/10.1007/s1010502cs129","Article"
"Prohibiting State Aid in an Integrated Market: Cournot and Bertrand Oligopolies with Differentiated Products","Journal of Industry, Competition and Trade","","2","3","10.1023/A:1021532508081","David R. Collie","2002","http://link.springer.com/article/10.1023/A%3A1021532508081","Article"
"Diagnostics for Pairwise Extremal Dependence in Spatial Processes","Extremes","","5","3","10.1023/A:1024029128431","Miguel A. Ancona-NavarreteJonathan A. Tawn","2002","http://link.springer.com/article/10.1023/A%3A1024029128431","Article"
"A fuzzy AHP approach to the determination of importance weights of customer requirements in quality function deployment","Journal of Intelligent Manufacturing","","13","5","10.1023/A:1019984626631","C. K. KwongH. Bai","2002","http://link.springer.com/article/10.1023/A%3A1019984626631","Article"
"Stable and Long-Lasting Immune Response in Horses after DNA Vaccination against Equine Arteritis Virus","Virus Genes","","25","2","10.1023/A:1020109801925","M. GieseU. BahrN.J. JakobR. KehmM. HandermannH. MüllerTH. VahlenkampC. SpießTH. SchneiderG. SchusserG. Darai","2002","http://link.springer.com/article/10.1023/A%3A1020109801925","Article"
"Phylogenetic Analysis Reveals that a Dwarfing Disease on Different Cereal Crops in China is due to Rice Black Streaked Dwarf Virus (RBSDV)","Virus Genes","","25","2","10.1023/A:1020170020581","Feng-wei BaiJian YanZhi-cai QuHong-wei ZhangJia XuMing-ming YeDa-leng Shen","2002","http://link.springer.com/article/10.1023/A%3A1020170020581","Article"
"Detection of Antibodies Against Peste des Petits Ruminants Virus in Sera of Cattle, Camels, Sheep and Goats in Sudan","Veterinary Research Communications","","26","7","10.1023/A:1020239515020","M. HarounI. HajerM. MukhtarB.E. Ali","2002","http://link.springer.com/article/10.1023/A%3A1020239515020","Article"
"Application of a Sediment Quality Triad and Different Statistical Approaches (Hasse Diagrams and Fuzzy Logic) for the Comparative Evaluation of Small Streams","Ecotoxicology","","11","5","10.1023/A:1020597019828","Henner HollertSusanne HeiseStefan PudenzRainer BrüggemannWolfgang AhlfThomas Braunbeck","2002","http://link.springer.com/article/10.1023/A%3A1020597019828","Article"
"Detection of a Double-Stranded RNA Virus from a Strain of the Violet Root Rot Fungus Helicobasidium mompa Tanaka","Virus Genes","","25","2","10.1023/A:1020105701017","Hideki OsakiKinya NomuraToru IwanamiSatoko KanematsuIkuko OkabeNaoyuki MatsumotoAtsuko SasakiYoshihiro Ohtsu","2002","http://link.springer.com/article/10.1023/A%3A1020105701017","Article"
"Extension of the target cascading formulation to the design of product families","Structural and Multidisciplinary Optimization","","24","4","10.1007/s00158-002-0240-0","M. KokkolarasR. FelliniH.M. KimN.F. MichelenaP.Y. Papalambros","2002","http://link.springer.com/article/10.1007/s00158-002-0240-0","Article"
"Design for variety: developing standardized and modularized product platform architectures","Research in Engineering Design","","13","4","10.1007/s00163-002-0020-2","Mark V. MartinKosuke Ishii","2002","http://link.springer.com/article/10.1007/s00163-002-0020-2","Article"
"Intranet/Extranet/Internet-Based Quality Information Management System in Expanded Enterprises","The International Journal of Advanced Manufacturing Technology","","20","11","10.1007/s001700200226","X.-Q. TangQ.-L. Lu","2002","http://link.springer.com/article/10.1007/s001700200226","Article"
"TELRIC Pricing with Vintage Capital","Journal of Regulatory Economics","","22","3","10.1023/A:1020891810899","David M. Mandy","2002","http://link.springer.com/article/10.1023/A%3A1020891810899","Article"
"Haemorheological Variables in a Rat Model of Hypertriglyceridaemic Obesity and Diabetes","Veterinary Research Communications","","26","8","10.1023/A:1020920820767","G.N. HerńandezC. DabinM. del C. GayolM.L. Rasia","2002","http://link.springer.com/article/10.1023/A%3A1020920820767","Article"
"Serological Evidence for Borrelia burgdorferi Infection Associated with Clinical Signs in Dairy Cattle in Slovakia","Veterinary Research Communications","","26","8","10.1023/A:1020912618950","A. ŠtefančíkováG. ŠtěpánováM. DerdákováB. Pet'koJ. Kysel'ováJ. CigánekL. StrojnýL. ČislákováM. Trávniček","2002","http://link.springer.com/article/10.1023/A%3A1020912618950","Article"
"Statistical Analysis of Sediment Toxicity by Additive Monotone Regression Splines","Ecotoxicology","","11","6","10.1023/A:1021057301583","Waldo J. De BoerPieter J. Den BestenCajo F. Ter Braak","2002","http://link.springer.com/article/10.1023/A%3A1021057301583","Article"
"Identification and Sequence Analysis of Potato yellow vein virusCapsid Protein Minor Gene","Virus Genes","","25","3","10.1023/A:1020988327197","Ioannis C. LivieratosGiovanna MullerLuis F. SalazarEleonora EliascoRobert H.A. Coutts","2002","http://link.springer.com/article/10.1023/A%3A1020988327197","Article"
"General Purpose Technology and Wage Inequality","Journal of Economic Growth","","7","4","10.1023/A:1020875717066","Philippe AghionPeter HowittGiovanni L. Violante†","2002","http://link.springer.com/article/10.1023/A%3A1020875717066","Article"
"Performance Evaluation and Policy Selection in Multiclass Networks","Discrete Event Dynamic Systems","","13","1 - 2","10.1023/A:1022197004856","Shane G. HendersonSean P. MeynVladislav B. Tadić","2003","http://link.springer.com/article/10.1023/A%3A1022197004856","Article"
"Environmental performance indicators and application of Life Cycle thinking to product development and corporate management a detailed LCM-related excerpt of the fifth international conference on ecobalances November 6–8, 2002, Tsukuba, Japan","The International Journal of Life Cycle Assessment","","8","1","10.1007/BF02978753","David HunkelerGerald RebitzerAtsushi Inaba","2003","http://link.springer.com/article/10.1007/BF02978753","Article"
"From Perturbation Analysis to Markov Decision Processes and Reinforcement Learning","Discrete Event Dynamic Systems","","13","1 - 2","10.1023/A:1022188803039","Xi-Ren Cao","2003","http://link.springer.com/article/10.1023/A%3A1022188803039","Article"
"Identification of a Novel Protein Associated with Envelope of Occlusion-derived Virus in Spodoptera litura Multicapsid Nucleopolyhedrovirus","Virus Genes","","26","1","10.1023/A:1022310202540","Chong YinJianxiu YuLihua WangZhaofei LiPing ZhangYi Pang","2003","http://link.springer.com/article/10.1023/A%3A1022310202540","Article"
"Diagnostic role and prognostic significance of a simplified immunophenotypic classification of mature B cell chronic lymphoid leukemias","Leukemia","","17","1","10.1038/sj.leu.2402737","L CroA GuffantiM ColombiB CesanaM G GrimoldiC PatriarcaM GoldanigaA NeriD IntiniA CortelezziA T MaioloL Baldini","2003","http://link.springer.com/article/10.1038/sj.leu.2402737","Article"
"An exploratory study of facilitation in distributed requirements engineering","Requirements Engineering","","8","1","10.1007/s00766-002-0164-7","Daniela E. DamianArmin EberleinMildred L. G. ShawBrian R. Gaines","2003","http://link.springer.com/article/10.1007/s00766-002-0164-7","Article"
"Effects of Methyl Mercury Exposure on the Growth of Juvenile Common Loons","Ecotoxicology","","12","1 - 4","10.1023/A:1022598525891","Kevin P. KenowSteve GutreuterRandy K. HinesMichael W. MeyerFrancois FournierWilliam H. Karasov","2003","http://link.springer.com/article/10.1023/A%3A1022598525891","Article"
"Integration and control of intelligence in distributed manufacturing","Journal of Intelligent Manufacturing","","14","1","10.1023/A:1022235228636","Marek B. ZarembaGérard Morel","2003","http://link.springer.com/article/10.1023/A%3A1022235228636","Article"
"Review: Porphyrins as Biomarkers for Hazard Assessment of Bird Populations: Destructive and Non-destructive Use","Ecotoxicology","","12","1 - 4","10.1023/A:1022519214505","Silvia CasiniM. Cristina FossiClaudio LeonzioAristeo Renzoni","2003","http://link.springer.com/article/10.1023/A%3A1022519214505","Article"
"Immunological and Regulatory Functions of Uninfected and Virus Infected Immature and Mature Subtypes of Dendritic Cells – a Review","Virus Genes","","26","2","10.1023/A:1023427228024","Yechiel Becker","2003","http://link.springer.com/article/10.1023/A%3A1023427228024","Article"
"Resolutions of quantum double-resonance frequency discriminators of two types: Comparative analysis","Technical Physics","","48","3","10.1134/1.1562264","E. B. AleksandrovA. S. Pazgalev","2003","http://link.springer.com/article/10.1134/1.1562264","Article"
"Bayesian Analysis of Extreme Values by Mixture Modeling","Extremes","","6","1","10.1023/A:1026225113154","Leonardo BottoloGuido ConsonniPetros DellaportasAntonio Lijoi","2003","http://link.springer.com/article/10.1023/A%3A1026225113154","Article"
"Media Exposure in Children One Hundred Miles from a Terrorist Bombing","Annals of Clinical Psychiatry","","15","1","10.1023/A:1023293824492","Betty PfefferbaumThomas W. SealeEdward N. Jr. BrandtRose L. PfefferbaumDebby E. DoughtyScott M. Rainwater","2003","http://link.springer.com/article/10.1023/A%3A1023293824492","Article"
"On the Relationship Between Acquisitions, Divestitures and Innovations: An Explorative Study","Journal of Industry, Competition and Trade","","3","1 - 2","10.1023/A:1025486722201","Cees van BeersBert M. Sadowski","2003","http://link.springer.com/article/10.1023/A%3A1025486722201","Article"
"Functional priorities in LCA and design for environment","The International Journal of Life Cycle Assessment","","8","3","10.1007/BF02978463","Jessica LagerstedtConrad LuttroppLars-Gunnar Lindfors","2003","http://link.springer.com/article/10.1007/BF02978463","Article"
"Scheduling with Conflicts on Bipartite and Interval Graphs","Journal of Scheduling","","6","3","10.1023/A:1022908509269","Sandy IraniVitus Leung","2003","http://link.springer.com/article/10.1023/A%3A1022908509269","Article"
"Polysemy of Values or Conflict of Interests: A Multi-Disciplinary Analysis","International Journal of Value-Based Management","","16","2","10.1023/A:1024083805727","Walid Ben AhmedBernard Yannou","2003","http://link.springer.com/article/10.1023/A%3A1024083805727","Article"
"Finitely decomposable Banach spaces and the three-space property","Archiv der Mathematik","","80","6","10.1007/s00013-003-0494-9","Manuel GonzálezJosé M. Herrera","2003","http://link.springer.com/article/10.1007/s00013-003-0494-9","Article"
"Chemical reactivity of the compressed noble gas atoms and their reactivity dynamics during collisions with protons","Journal of Chemical Sciences","","115","3","10.1007/BF02704259","P. K. ChattarajB. MaitiU. Sarkar","2003","http://link.springer.com/article/10.1007/BF02704259","Article"
"Computer-Aided Customer Interface for Rapid Product Development","The International Journal of Advanced Manufacturing Technology","","21","10 - 11","10.1007/s00170-002-1385-0","Y.L. TuR.Y.K. FungJ. F. TangJ. J. Kam","2003","http://link.springer.com/article/10.1007/s00170-002-1385-0","Article"
"Nonreflecting Boundary Conditions for Nonlinear Problems of Fluid Dynamics","Computational Mathematics and Modeling","","14","3","10.1023/A:1024491025251","L. V. Dorodnitsyn","2003","http://link.springer.com/article/10.1023/A%3A1024491025251","Article"
"Interaction of a Green Recombinant Bovine Herpesvirus 4 with In Vitro-produced Bovine Embryos","Veterinary Research Communications","","27","5","10.1023/A:1024889606158","G. DonofrioC. GalliG. LazzariV.L. van SantenS. CaviraniC.F. Flammini","2003","http://link.springer.com/article/10.1023/A%3A1024889606158","Article"
"Simple Metrics for Improving Software Process Performance and Capability: A Case Study","Software Quality Journal","","11","3","10.1023/A:1025118811896","Ray DawsonBill O'Neill","2003","http://link.springer.com/article/10.1023/A%3A1025118811896","Article"
"Open top concept","ATZ worldwide","","105","7 - 8","10.1007/BF03224615","Vesa KorhonenJouni Koskinen","2003","http://link.springer.com/article/10.1007/BF03224615","Article"
"A Quantitative Approach to the Organisation of Cross-Functional Teams in Concurrent Engineering","The International Journal of Advanced Manufacturing Technology","","21","10 - 11","10.1007/s00170-002-1409-9","Z. WangH.-S. YanX.-D. Ma","2003","http://link.springer.com/article/10.1007/s00170-002-1409-9","Article"
"Smart Textiles: Wearable Electronic Systems","MRS Bulletin","","28","8","10.1557/mrs2003.170","Sungmee ParkSundaresan Jayaraman","2003","http://link.springer.com/article/10.1557/mrs2003.170","Article"
"A methodology for evolutionary product design","Engineering with Computers","","19","2 - 3","10.1007/s00366-003-0261-3","Francis E. H. TayJ. Gu","2003","http://link.springer.com/article/10.1007/s00366-003-0261-3","Article"
"SME Clusters, Acquisition of Technological Capabilities and Development: Concepts, Practice and Policy Lessons","Journal of Industry, Competition and Trade","","3","3","10.1023/A:1027468505311","Marjolein C.J. CaniëlsHenny A. Romijn","2003","http://link.springer.com/article/10.1023/A%3A1027468505311","Article"
